frame_path,label
frames\fight\fight_0008_00150.jpg,1
frames\fight\fight_0008_00151.jpg,1
frames\fight\fight_0008_00152.jpg,1
frames\fight\fight_0008_00153.jpg,1
frames\fight\fight_0008_00154.jpg,1
frames\fight\fight_0008_00155.jpg,1
frames\fight\fight_0008_00156.jpg,1
frames\fight\fight_0008_00157.jpg,1
frames\fight\fight_0008_00158.jpg,1
frames\fight\fight_0008_00159.jpg,1
frames\fight\fight_0008_00160.jpg,1
frames\fight\fight_0008_00161.jpg,1
frames\fight\fight_0008_00162.jpg,1
frames\fight\fight_0008_00163.jpg,1
frames\fight\fight_0008_00164.jpg,1
frames\fight\fight_0008_00165.jpg,1
frames\fight\fight_0008_00166.jpg,1
frames\fight\fight_0008_00167.jpg,1
frames\fight\fight_0008_00168.jpg,1
frames\fight\fight_0008_00169.jpg,1
frames\fight\fight_0008_00170.jpg,1
frames\fight\fight_0008_00171.jpg,1
frames\fight\fight_0008_00172.jpg,1
frames\fight\fight_0008_00173.jpg,1
frames\fight\fight_0008_00174.jpg,1
frames\fight\fight_0008_00175.jpg,1
frames\fight\fight_0008_00176.jpg,1
frames\fight\fight_0009_00000.jpg,1
frames\fight\fight_0009_00001.jpg,1
frames\fight\fight_0009_00002.jpg,1
frames\fight\fight_0009_00003.jpg,1
frames\fight\fight_0009_00004.jpg,1
frames\fight\fight_0009_00005.jpg,1
frames\fight\fight_0009_00006.jpg,1
frames\fight\fight_0009_00007.jpg,1
frames\fight\fight_0009_00008.jpg,1
frames\fight\fight_0009_00009.jpg,1
frames\fight\fight_0009_00010.jpg,1
frames\fight\fight_0009_00011.jpg,1
frames\fight\fight_0009_00012.jpg,1
frames\fight\fight_0009_00013.jpg,1
frames\fight\fight_0009_00014.jpg,1
frames\fight\fight_0009_00015.jpg,1
frames\fight\fight_0009_00016.jpg,1
frames\fight\fight_0009_00017.jpg,1
frames\fight\fight_0009_00018.jpg,1
frames\fight\fight_0009_00019.jpg,1
frames\fight\fight_0009_00020.jpg,1
frames\fight\fight_0009_00021.jpg,1
frames\fight\fight_0009_00022.jpg,1
frames\fight\fight_0009_00023.jpg,1
frames\fight\fight_0009_00024.jpg,1
frames\fight\fight_0009_00025.jpg,1
frames\fight\fight_0009_00026.jpg,1
frames\fight\fight_0009_00027.jpg,1
frames\fight\fight_0009_00028.jpg,1
frames\fight\fight_0009_00029.jpg,1
frames\fight\fight_0009_00030.jpg,1
frames\fight\fight_0009_00031.jpg,1
frames\fight\fight_0009_00032.jpg,1
frames\fight\fight_0009_00033.jpg,1
frames\fight\fight_0009_00034.jpg,1
frames\fight\fight_0009_00035.jpg,1
frames\fight\fight_0009_00036.jpg,1
frames\fight\fight_0009_00037.jpg,1
frames\fight\fight_0009_00038.jpg,1
frames\fight\fight_0009_00039.jpg,1
frames\fight\fight_0009_00040.jpg,1
frames\fight\fight_0009_00041.jpg,1
frames\fight\fight_0009_00042.jpg,1
frames\fight\fight_0009_00043.jpg,1
frames\fight\fight_0009_00044.jpg,1
frames\fight\fight_0009_00045.jpg,1
frames\fight\fight_0009_00046.jpg,1
frames\fight\fight_0009_00047.jpg,1
frames\fight\fight_0009_00048.jpg,1
frames\fight\fight_0009_00049.jpg,1
frames\fight\fight_0009_00050.jpg,1
frames\fight\fight_0009_00051.jpg,1
frames\fight\fight_0009_00052.jpg,1
frames\fight\fight_0009_00053.jpg,1
frames\fight\fight_0009_00054.jpg,1
frames\fight\fight_0009_00055.jpg,1
frames\fight\fight_0009_00056.jpg,1
frames\fight\fight_0009_00057.jpg,1
frames\fight\fight_0009_00058.jpg,1
frames\fight\fight_0009_00059.jpg,1
frames\fight\fight_0009_00060.jpg,1
frames\fight\fight_0009_00061.jpg,1
frames\fight\fight_0009_00062.jpg,1
frames\fight\fight_0009_00063.jpg,1
frames\fight\fight_0009_00064.jpg,1
frames\fight\fight_0009_00065.jpg,1
frames\fight\fight_0009_00066.jpg,1
frames\fight\fight_0009_00067.jpg,1
frames\fight\fight_0009_00068.jpg,1
frames\fight\fight_0009_00069.jpg,1
frames\fight\fight_0009_00070.jpg,1
frames\fight\fight_0009_00071.jpg,1
frames\fight\fight_0009_00072.jpg,1
frames\fight\fight_0009_00073.jpg,1
frames\fight\fight_0009_00074.jpg,1
frames\fight\fight_0009_00075.jpg,1
frames\fight\fight_0009_00076.jpg,1
frames\fight\fight_0009_00077.jpg,1
frames\fight\fight_0009_00078.jpg,1
frames\fight\fight_0009_00079.jpg,1
frames\fight\fight_0009_00080.jpg,1
frames\fight\fight_0009_00081.jpg,1
frames\fight\fight_0009_00082.jpg,1
frames\fight\fight_0009_00083.jpg,1
frames\fight\fight_0009_00084.jpg,1
frames\fight\fight_0009_00085.jpg,1
frames\fight\fight_0009_00086.jpg,1
frames\fight\fight_0009_00087.jpg,1
frames\fight\fight_0009_00088.jpg,1
frames\fight\fight_0009_00089.jpg,1
frames\fight\fight_0009_00090.jpg,1
frames\fight\fight_0009_00091.jpg,1
frames\fight\fight_0009_00092.jpg,1
frames\fight\fight_0009_00093.jpg,1
frames\fight\fight_0009_00094.jpg,1
frames\fight\fight_0009_00095.jpg,1
frames\fight\fight_0009_00096.jpg,1
frames\fight\fight_0009_00097.jpg,1
frames\fight\fight_0009_00098.jpg,1
frames\fight\fight_0009_00099.jpg,1
frames\fight\fight_0009_00100.jpg,1
frames\fight\fight_0009_00101.jpg,1
frames\fight\fight_0009_00102.jpg,1
frames\fight\fight_0009_00103.jpg,1
frames\fight\fight_0009_00104.jpg,1
frames\fight\fight_0009_00105.jpg,1
frames\fight\fight_0009_00106.jpg,1
frames\fight\fight_0009_00107.jpg,1
frames\fight\fight_0009_00108.jpg,1
frames\fight\fight_0009_00109.jpg,1
frames\fight\fight_0009_00110.jpg,1
frames\fight\fight_0009_00111.jpg,1
frames\fight\fight_0009_00112.jpg,1
frames\fight\fight_0009_00113.jpg,1
frames\fight\fight_0009_00114.jpg,1
frames\fight\fight_0009_00115.jpg,1
frames\fight\fight_0009_00116.jpg,1
frames\fight\fight_0009_00117.jpg,1
frames\fight\fight_0009_00118.jpg,1
frames\fight\fight_0009_00119.jpg,1
frames\fight\fight_0009_00120.jpg,1
frames\fight\fight_0009_00121.jpg,1
frames\fight\fight_0009_00122.jpg,1
frames\fight\fight_0009_00123.jpg,1
frames\fight\fight_0009_00124.jpg,1
frames\fight\fight_0009_00125.jpg,1
frames\fight\fight_0009_00126.jpg,1
frames\fight\fight_0009_00127.jpg,1
frames\fight\fight_0009_00128.jpg,1
frames\fight\fight_0009_00129.jpg,1
frames\fight\fight_0009_00130.jpg,1
frames\fight\fight_0009_00131.jpg,1
frames\fight\fight_0009_00132.jpg,1
frames\fight\fight_0009_00133.jpg,1
frames\fight\fight_0009_00134.jpg,1
frames\fight\fight_0009_00135.jpg,1
frames\fight\fight_0009_00136.jpg,1
frames\fight\fight_0009_00137.jpg,1
frames\fight\fight_0009_00138.jpg,1
frames\fight\fight_0009_00139.jpg,1
frames\fight\fight_0009_00140.jpg,1
frames\fight\fight_0009_00141.jpg,1
frames\fight\fight_0009_00142.jpg,1
frames\fight\fight_0009_00143.jpg,1
frames\fight\fight_0009_00144.jpg,1
frames\fight\fight_0009_00145.jpg,1
frames\fight\fight_0009_00146.jpg,1
frames\fight\fight_0009_00147.jpg,1
frames\fight\fight_0009_00148.jpg,1
frames\fight\fight_0009_00149.jpg,1
frames\fight\fight_0009_00150.jpg,1
frames\fight\fight_0009_00151.jpg,1
frames\fight\fight_0009_00152.jpg,1
frames\fight\fight_0009_00153.jpg,1
frames\fight\fight_0009_00154.jpg,1
frames\fight\fight_0009_00155.jpg,1
frames\fight\fight_0010_00000.jpg,1
frames\fight\fight_0010_00001.jpg,1
frames\fight\fight_0010_00002.jpg,1
frames\fight\fight_0010_00003.jpg,1
frames\fight\fight_0010_00004.jpg,1
frames\fight\fight_0010_00005.jpg,1
frames\fight\fight_0010_00006.jpg,1
frames\fight\fight_0010_00007.jpg,1
frames\fight\fight_0010_00008.jpg,1
frames\fight\fight_0010_00009.jpg,1
frames\fight\fight_0010_00010.jpg,1
frames\fight\fight_0010_00011.jpg,1
frames\fight\fight_0010_00012.jpg,1
frames\fight\fight_0010_00013.jpg,1
frames\fight\fight_0010_00014.jpg,1
frames\fight\fight_0010_00015.jpg,1
frames\fight\fight_0010_00016.jpg,1
frames\fight\fight_0010_00017.jpg,1
frames\fight\fight_0010_00018.jpg,1
frames\fight\fight_0010_00019.jpg,1
frames\fight\fight_0010_00020.jpg,1
frames\fight\fight_0010_00021.jpg,1
frames\fight\fight_0010_00022.jpg,1
frames\fight\fight_0010_00023.jpg,1
frames\fight\fight_0010_00024.jpg,1
frames\fight\fight_0010_00025.jpg,1
frames\fight\fight_0010_00026.jpg,1
frames\fight\fight_0010_00027.jpg,1
frames\fight\fight_0010_00028.jpg,1
frames\fight\fight_0010_00029.jpg,1
frames\fight\fight_0010_00030.jpg,1
frames\fight\fight_0010_00031.jpg,1
frames\fight\fight_0010_00032.jpg,1
frames\fight\fight_0010_00033.jpg,1
frames\fight\fight_0010_00034.jpg,1
frames\fight\fight_0010_00035.jpg,1
frames\fight\fight_0010_00036.jpg,1
frames\fight\fight_0010_00037.jpg,1
frames\fight\fight_0010_00038.jpg,1
frames\fight\fight_0010_00039.jpg,1
frames\fight\fight_0010_00040.jpg,1
frames\fight\fight_0010_00041.jpg,1
frames\fight\fight_0010_00042.jpg,1
frames\fight\fight_0010_00043.jpg,1
frames\fight\fight_0010_00044.jpg,1
frames\fight\fight_0010_00045.jpg,1
frames\fight\fight_0010_00046.jpg,1
frames\fight\fight_0010_00047.jpg,1
frames\fight\fight_0010_00048.jpg,1
frames\fight\fight_0010_00049.jpg,1
frames\fight\fight_0010_00050.jpg,1
frames\fight\fight_0010_00051.jpg,1
frames\fight\fight_0010_00052.jpg,1
frames\fight\fight_0010_00053.jpg,1
frames\fight\fight_0010_00054.jpg,1
frames\fight\fight_0010_00055.jpg,1
frames\fight\fight_0010_00056.jpg,1
frames\fight\fight_0010_00057.jpg,1
frames\fight\fight_0010_00058.jpg,1
frames\fight\fight_0010_00059.jpg,1
frames\fight\fight_0010_00060.jpg,1
frames\fight\fight_0010_00061.jpg,1
frames\fight\fight_0010_00062.jpg,1
frames\fight\fight_0010_00063.jpg,1
frames\fight\fight_0010_00064.jpg,1
frames\fight\fight_0010_00065.jpg,1
frames\fight\fight_0010_00066.jpg,1
frames\fight\fight_0010_00067.jpg,1
frames\fight\fight_0010_00068.jpg,1
frames\fight\fight_0010_00069.jpg,1
frames\fight\fight_0010_00070.jpg,1
frames\fight\fight_0010_00071.jpg,1
frames\fight\fight_0010_00072.jpg,1
frames\fight\fight_0010_00073.jpg,1
frames\fight\fight_0010_00074.jpg,1
frames\fight\fight_0010_00075.jpg,1
frames\fight\fight_0010_00076.jpg,1
frames\fight\fight_0010_00077.jpg,1
frames\fight\fight_0010_00078.jpg,1
frames\fight\fight_0010_00079.jpg,1
frames\fight\fight_0010_00080.jpg,1
frames\fight\fight_0010_00081.jpg,1
frames\fight\fight_0010_00082.jpg,1
frames\fight\fight_0010_00083.jpg,1
frames\fight\fight_0010_00084.jpg,1
frames\fight\fight_0010_00085.jpg,1
frames\fight\fight_0010_00086.jpg,1
frames\fight\fight_0010_00087.jpg,1
frames\fight\fight_0010_00088.jpg,1
frames\fight\fight_0010_00089.jpg,1
frames\fight\fight_0010_00090.jpg,1
frames\fight\fight_0010_00091.jpg,1
frames\fight\fight_0010_00092.jpg,1
frames\fight\fight_0010_00093.jpg,1
frames\fight\fight_0010_00094.jpg,1
frames\fight\fight_0010_00095.jpg,1
frames\fight\fight_0010_00096.jpg,1
frames\fight\fight_0010_00097.jpg,1
frames\fight\fight_0010_00098.jpg,1
frames\fight\fight_0010_00099.jpg,1
frames\fight\fight_0010_00100.jpg,1
frames\fight\fight_0010_00101.jpg,1
frames\fight\fight_0010_00102.jpg,1
frames\fight\fight_0010_00103.jpg,1
frames\fight\fight_0010_00104.jpg,1
frames\fight\fight_0010_00105.jpg,1
frames\fight\fight_0010_00106.jpg,1
frames\fight\fight_0010_00107.jpg,1
frames\fight\fight_0010_00108.jpg,1
frames\fight\fight_0010_00109.jpg,1
frames\fight\fight_0010_00110.jpg,1
frames\fight\fight_0010_00111.jpg,1
frames\fight\fight_0010_00112.jpg,1
frames\fight\fight_0010_00113.jpg,1
frames\fight\fight_0010_00114.jpg,1
frames\fight\fight_0010_00115.jpg,1
frames\fight\fight_0010_00116.jpg,1
frames\fight\fight_0010_00117.jpg,1
frames\fight\fight_0010_00118.jpg,1
frames\fight\fight_0010_00119.jpg,1
frames\fight\fight_0010_00120.jpg,1
frames\fight\fight_0010_00121.jpg,1
frames\fight\fight_0010_00122.jpg,1
frames\fight\fight_0010_00123.jpg,1
frames\fight\fight_0010_00124.jpg,1
frames\fight\fight_0010_00125.jpg,1
frames\fight\fight_0010_00126.jpg,1
frames\fight\fight_0010_00127.jpg,1
frames\fight\fight_0010_00128.jpg,1
frames\fight\fight_0010_00129.jpg,1
frames\fight\fight_0010_00130.jpg,1
frames\fight\fight_0010_00131.jpg,1
frames\fight\fight_0010_00132.jpg,1
frames\fight\fight_0011_00000.jpg,1
frames\fight\fight_0011_00001.jpg,1
frames\fight\fight_0011_00002.jpg,1
frames\fight\fight_0011_00003.jpg,1
frames\fight\fight_0011_00004.jpg,1
frames\fight\fight_0011_00005.jpg,1
frames\fight\fight_0011_00006.jpg,1
frames\fight\fight_0011_00007.jpg,1
frames\fight\fight_0011_00008.jpg,1
frames\fight\fight_0011_00009.jpg,1
frames\fight\fight_0011_00010.jpg,1
frames\fight\fight_0011_00011.jpg,1
frames\fight\fight_0011_00012.jpg,1
frames\fight\fight_0011_00013.jpg,1
frames\fight\fight_0011_00014.jpg,1
frames\fight\fight_0011_00015.jpg,1
frames\fight\fight_0011_00016.jpg,1
frames\fight\fight_0011_00017.jpg,1
frames\fight\fight_0011_00018.jpg,1
frames\fight\fight_0011_00019.jpg,1
frames\fight\fight_0011_00020.jpg,1
frames\fight\fight_0011_00021.jpg,1
frames\fight\fight_0011_00022.jpg,1
frames\fight\fight_0011_00023.jpg,1
frames\fight\fight_0011_00024.jpg,1
frames\fight\fight_0011_00025.jpg,1
frames\fight\fight_0011_00026.jpg,1
frames\fight\fight_0011_00027.jpg,1
frames\fight\fight_0011_00028.jpg,1
frames\fight\fight_0011_00029.jpg,1
frames\fight\fight_0011_00030.jpg,1
frames\fight\fight_0011_00031.jpg,1
frames\fight\fight_0011_00032.jpg,1
frames\fight\fight_0011_00033.jpg,1
frames\fight\fight_0011_00034.jpg,1
frames\fight\fight_0011_00035.jpg,1
frames\fight\fight_0011_00036.jpg,1
frames\fight\fight_0011_00037.jpg,1
frames\fight\fight_0011_00038.jpg,1
frames\fight\fight_0011_00039.jpg,1
frames\fight\fight_0011_00040.jpg,1
frames\fight\fight_0011_00041.jpg,1
frames\fight\fight_0011_00042.jpg,1
frames\fight\fight_0011_00043.jpg,1
frames\fight\fight_0011_00044.jpg,1
frames\fight\fight_0011_00045.jpg,1
frames\fight\fight_0011_00046.jpg,1
frames\fight\fight_0011_00047.jpg,1
frames\fight\fight_0011_00048.jpg,1
frames\fight\fight_0011_00049.jpg,1
frames\fight\fight_0011_00050.jpg,1
frames\fight\fight_0011_00051.jpg,1
frames\fight\fight_0011_00052.jpg,1
frames\fight\fight_0011_00053.jpg,1
frames\fight\fight_0011_00054.jpg,1
frames\fight\fight_0011_00055.jpg,1
frames\fight\fight_0011_00056.jpg,1
frames\fight\fight_0011_00057.jpg,1
frames\fight\fight_0011_00058.jpg,1
frames\fight\fight_0011_00059.jpg,1
frames\fight\fight_0011_00060.jpg,1
frames\fight\fight_0011_00061.jpg,1
frames\fight\fight_0011_00062.jpg,1
frames\fight\fight_0011_00063.jpg,1
frames\fight\fight_0011_00064.jpg,1
frames\fight\fight_0011_00065.jpg,1
frames\fight\fight_0011_00066.jpg,1
frames\fight\fight_0011_00067.jpg,1
frames\fight\fight_0011_00068.jpg,1
frames\fight\fight_0011_00069.jpg,1
frames\fight\fight_0011_00070.jpg,1
frames\fight\fight_0011_00071.jpg,1
frames\fight\fight_0011_00072.jpg,1
frames\fight\fight_0011_00073.jpg,1
frames\fight\fight_0011_00074.jpg,1
frames\fight\fight_0011_00075.jpg,1
frames\fight\fight_0011_00076.jpg,1
frames\fight\fight_0011_00077.jpg,1
frames\fight\fight_0011_00078.jpg,1
frames\fight\fight_0011_00079.jpg,1
frames\fight\fight_0011_00080.jpg,1
frames\fight\fight_0011_00081.jpg,1
frames\fight\fight_0011_00082.jpg,1
frames\fight\fight_0011_00083.jpg,1
frames\fight\fight_0011_00084.jpg,1
frames\fight\fight_0011_00085.jpg,1
frames\fight\fight_0011_00086.jpg,1
frames\fight\fight_0011_00087.jpg,1
frames\fight\fight_0011_00088.jpg,1
frames\fight\fight_0011_00089.jpg,1
frames\fight\fight_0011_00090.jpg,1
frames\fight\fight_0011_00091.jpg,1
frames\fight\fight_0011_00092.jpg,1
frames\fight\fight_0011_00093.jpg,1
frames\fight\fight_0011_00094.jpg,1
frames\fight\fight_0011_00095.jpg,1
frames\fight\fight_0011_00096.jpg,1
frames\fight\fight_0011_00097.jpg,1
frames\fight\fight_0011_00098.jpg,1
frames\fight\fight_0011_00099.jpg,1
frames\fight\fight_0011_00100.jpg,1
frames\fight\fight_0011_00101.jpg,1
frames\fight\fight_0011_00102.jpg,1
frames\fight\fight_0011_00103.jpg,1
frames\fight\fight_0011_00104.jpg,1
frames\fight\fight_0011_00105.jpg,1
frames\fight\fight_0011_00106.jpg,1
frames\fight\fight_0011_00107.jpg,1
frames\fight\fight_0011_00108.jpg,1
frames\fight\fight_0011_00109.jpg,1
frames\fight\fight_0011_00110.jpg,1
frames\fight\fight_0011_00111.jpg,1
frames\fight\fight_0011_00112.jpg,1
frames\fight\fight_0011_00113.jpg,1
frames\fight\fight_0011_00114.jpg,1
frames\fight\fight_0011_00115.jpg,1
frames\fight\fight_0011_00116.jpg,1
frames\fight\fight_0011_00117.jpg,1
frames\fight\fight_0011_00118.jpg,1
frames\fight\fight_0011_00119.jpg,1
frames\fight\fight_0011_00120.jpg,1
frames\fight\fight_0011_00121.jpg,1
frames\fight\fight_0011_00122.jpg,1
frames\fight\fight_0011_00123.jpg,1
frames\fight\fight_0011_00124.jpg,1
frames\fight\fight_0011_00125.jpg,1
frames\fight\fight_0011_00126.jpg,1
frames\fight\fight_0011_00127.jpg,1
frames\fight\fight_0011_00128.jpg,1
frames\fight\fight_0011_00129.jpg,1
frames\fight\fight_0011_00130.jpg,1
frames\fight\fight_0011_00131.jpg,1
frames\fight\fight_0012_00000.jpg,1
frames\fight\fight_0012_00001.jpg,1
frames\fight\fight_0012_00002.jpg,1
frames\fight\fight_0012_00003.jpg,1
frames\fight\fight_0012_00004.jpg,1
frames\fight\fight_0012_00005.jpg,1
frames\fight\fight_0012_00006.jpg,1
frames\fight\fight_0012_00007.jpg,1
frames\fight\fight_0012_00008.jpg,1
frames\fight\fight_0012_00009.jpg,1
frames\fight\fight_0012_00010.jpg,1
frames\fight\fight_0012_00011.jpg,1
frames\fight\fight_0012_00012.jpg,1
frames\fight\fight_0012_00013.jpg,1
frames\fight\fight_0012_00014.jpg,1
frames\fight\fight_0012_00015.jpg,1
frames\fight\fight_0012_00016.jpg,1
frames\fight\fight_0012_00017.jpg,1
frames\fight\fight_0012_00018.jpg,1
frames\fight\fight_0012_00019.jpg,1
frames\fight\fight_0012_00020.jpg,1
frames\fight\fight_0012_00021.jpg,1
frames\fight\fight_0012_00022.jpg,1
frames\fight\fight_0012_00023.jpg,1
frames\fight\fight_0012_00024.jpg,1
frames\fight\fight_0012_00025.jpg,1
frames\fight\fight_0012_00026.jpg,1
frames\fight\fight_0012_00027.jpg,1
frames\fight\fight_0012_00028.jpg,1
frames\fight\fight_0012_00029.jpg,1
frames\fight\fight_0012_00030.jpg,1
frames\fight\fight_0012_00031.jpg,1
frames\fight\fight_0012_00032.jpg,1
frames\fight\fight_0012_00033.jpg,1
frames\fight\fight_0012_00034.jpg,1
frames\fight\fight_0012_00035.jpg,1
frames\fight\fight_0012_00036.jpg,1
frames\fight\fight_0012_00037.jpg,1
frames\fight\fight_0012_00038.jpg,1
frames\fight\fight_0012_00039.jpg,1
frames\fight\fight_0012_00040.jpg,1
frames\fight\fight_0012_00041.jpg,1
frames\fight\fight_0012_00042.jpg,1
frames\fight\fight_0012_00043.jpg,1
frames\fight\fight_0012_00044.jpg,1
frames\fight\fight_0012_00045.jpg,1
frames\fight\fight_0012_00046.jpg,1
frames\fight\fight_0012_00047.jpg,1
frames\fight\fight_0012_00048.jpg,1
frames\fight\fight_0012_00049.jpg,1
frames\fight\fight_0012_00050.jpg,1
frames\fight\fight_0012_00051.jpg,1
frames\fight\fight_0012_00052.jpg,1
frames\fight\fight_0012_00053.jpg,1
frames\fight\fight_0012_00054.jpg,1
frames\fight\fight_0012_00055.jpg,1
frames\fight\fight_0012_00056.jpg,1
frames\fight\fight_0012_00057.jpg,1
frames\fight\fight_0012_00058.jpg,1
frames\fight\fight_0012_00059.jpg,1
frames\fight\fight_0012_00060.jpg,1
frames\fight\fight_0012_00061.jpg,1
frames\fight\fight_0012_00062.jpg,1
frames\fight\fight_0012_00063.jpg,1
frames\fight\fight_0012_00064.jpg,1
frames\fight\fight_0012_00065.jpg,1
frames\fight\fight_0012_00066.jpg,1
frames\fight\fight_0012_00067.jpg,1
frames\fight\fight_0012_00068.jpg,1
frames\fight\fight_0012_00069.jpg,1
frames\fight\fight_0012_00070.jpg,1
frames\fight\fight_0012_00071.jpg,1
frames\fight\fight_0012_00072.jpg,1
frames\fight\fight_0012_00073.jpg,1
frames\fight\fight_0012_00074.jpg,1
frames\fight\fight_0012_00075.jpg,1
frames\fight\fight_0012_00076.jpg,1
frames\fight\fight_0012_00077.jpg,1
frames\fight\fight_0012_00078.jpg,1
frames\fight\fight_0012_00079.jpg,1
frames\fight\fight_0012_00080.jpg,1
frames\fight\fight_0012_00081.jpg,1
frames\fight\fight_0012_00082.jpg,1
frames\fight\fight_0012_00083.jpg,1
frames\fight\fight_0012_00084.jpg,1
frames\fight\fight_0012_00085.jpg,1
frames\fight\fight_0012_00086.jpg,1
frames\fight\fight_0012_00087.jpg,1
frames\fight\fight_0012_00088.jpg,1
frames\fight\fight_0012_00089.jpg,1
frames\fight\fight_0012_00090.jpg,1
frames\fight\fight_0012_00091.jpg,1
frames\fight\fight_0012_00092.jpg,1
frames\fight\fight_0012_00093.jpg,1
frames\fight\fight_0012_00094.jpg,1
frames\fight\fight_0012_00095.jpg,1
frames\fight\fight_0012_00096.jpg,1
frames\fight\fight_0012_00097.jpg,1
frames\fight\fight_0012_00098.jpg,1
frames\fight\fight_0012_00099.jpg,1
frames\fight\fight_0012_00100.jpg,1
frames\fight\fight_0012_00101.jpg,1
frames\fight\fight_0012_00102.jpg,1
frames\fight\fight_0012_00103.jpg,1
frames\fight\fight_0012_00104.jpg,1
frames\fight\fight_0012_00105.jpg,1
frames\fight\fight_0012_00106.jpg,1
frames\fight\fight_0012_00107.jpg,1
frames\fight\fight_0012_00108.jpg,1
frames\fight\fight_0012_00109.jpg,1
frames\fight\fight_0012_00110.jpg,1
frames\fight\fight_0012_00111.jpg,1
frames\fight\fight_0012_00112.jpg,1
frames\fight\fight_0012_00113.jpg,1
frames\fight\fight_0012_00114.jpg,1
frames\fight\fight_0012_00115.jpg,1
frames\fight\fight_0012_00116.jpg,1
frames\fight\fight_0012_00117.jpg,1
frames\fight\fight_0012_00118.jpg,1
frames\fight\fight_0012_00119.jpg,1
frames\fight\fight_0012_00120.jpg,1
frames\fight\fight_0012_00121.jpg,1
frames\fight\fight_0012_00122.jpg,1
frames\fight\fight_0012_00123.jpg,1
frames\fight\fight_0012_00124.jpg,1
frames\fight\fight_0012_00125.jpg,1
frames\fight\fight_0012_00126.jpg,1
frames\fight\fight_0012_00127.jpg,1
frames\fight\fight_0012_00128.jpg,1
frames\fight\fight_0012_00129.jpg,1
frames\fight\fight_0012_00130.jpg,1
frames\fight\fight_0012_00131.jpg,1
frames\fight\fight_0012_00132.jpg,1
frames\fight\fight_0012_00133.jpg,1
frames\fight\fight_0012_00134.jpg,1
frames\fight\fight_0012_00135.jpg,1
frames\fight\fight_0012_00136.jpg,1
frames\fight\fight_0012_00137.jpg,1
frames\fight\fight_0012_00138.jpg,1
frames\fight\fight_0012_00139.jpg,1
frames\fight\fight_0012_00140.jpg,1
frames\fight\fight_0012_00141.jpg,1
frames\fight\fight_0012_00142.jpg,1
frames\fight\fight_0012_00143.jpg,1
frames\fight\fight_0012_00144.jpg,1
frames\fight\fight_0012_00145.jpg,1
frames\fight\fight_0012_00146.jpg,1
frames\fight\fight_0012_00147.jpg,1
frames\fight\fight_0012_00148.jpg,1
frames\fight\fight_0012_00149.jpg,1
frames\fight\fight_0012_00150.jpg,1
frames\fight\fight_0012_00151.jpg,1
frames\fight\fight_0012_00152.jpg,1
frames\fight\fight_0012_00153.jpg,1
frames\fight\fight_0012_00154.jpg,1
frames\fight\fight_0012_00155.jpg,1
frames\fight\fight_0012_00156.jpg,1
frames\fight\fight_0012_00157.jpg,1
frames\fight\fight_0012_00158.jpg,1
frames\fight\fight_0012_00159.jpg,1
frames\fight\fight_0012_00160.jpg,1
frames\fight\fight_0012_00161.jpg,1
frames\fight\fight_0012_00162.jpg,1
frames\fight\fight_0012_00163.jpg,1
frames\fight\fight_0012_00164.jpg,1
frames\fight\fight_0012_00165.jpg,1
frames\fight\fight_0012_00166.jpg,1
frames\fight\fight_0012_00167.jpg,1
frames\fight\fight_0012_00168.jpg,1
frames\fight\fight_0012_00169.jpg,1
frames\fight\fight_0012_00170.jpg,1
frames\fight\fight_0012_00171.jpg,1
frames\fight\fight_0012_00172.jpg,1
frames\fight\fight_0012_00173.jpg,1
frames\fight\fight_0012_00174.jpg,1
frames\fight\fight_0012_00175.jpg,1
frames\fight\fight_0012_00176.jpg,1
frames\fight\fight_0012_00177.jpg,1
frames\fight\fight_0012_00178.jpg,1
frames\fight\fight_0012_00179.jpg,1
frames\fight\fight_0012_00180.jpg,1
frames\fight\fight_0012_00181.jpg,1
frames\fight\fight_0012_00182.jpg,1
frames\fight\fight_0012_00183.jpg,1
frames\fight\fight_0012_00184.jpg,1
frames\fight\fight_0012_00185.jpg,1
frames\fight\fight_0012_00186.jpg,1
frames\fight\fight_0012_00187.jpg,1
frames\fight\fight_0012_00188.jpg,1
frames\fight\fight_0012_00189.jpg,1
frames\fight\fight_0012_00190.jpg,1
frames\fight\fight_0012_00191.jpg,1
frames\fight\fight_0012_00192.jpg,1
frames\fight\fight_0012_00193.jpg,1
frames\fight\fight_0012_00194.jpg,1
frames\fight\fight_0012_00195.jpg,1
frames\fight\fight_0012_00196.jpg,1
frames\fight\fight_0012_00197.jpg,1
frames\fight\fight_0012_00198.jpg,1
frames\fight\fight_0012_00199.jpg,1
frames\fight\fight_0012_00200.jpg,1
frames\fight\fight_0012_00201.jpg,1
frames\fight\fight_0012_00202.jpg,1
frames\fight\fight_0012_00203.jpg,1
frames\fight\fight_0012_00204.jpg,1
frames\fight\fight_0012_00205.jpg,1
frames\fight\fight_0012_00206.jpg,1
frames\fight\fight_0012_00207.jpg,1
frames\fight\fight_0012_00208.jpg,1
frames\fight\fight_0012_00209.jpg,1
frames\fight\fight_0012_00210.jpg,1
frames\fight\fight_0013_00000.jpg,1
frames\fight\fight_0013_00001.jpg,1
frames\fight\fight_0013_00002.jpg,1
frames\fight\fight_0013_00003.jpg,1
frames\fight\fight_0013_00004.jpg,1
frames\fight\fight_0013_00005.jpg,1
frames\fight\fight_0013_00006.jpg,1
